dispute_id,txn_id,opened_date,reason_code,dispute_type,dispute_amount_uzs,status,resolved_date
809,32619,2025-07-24,quality,chargeback,152734,open,
810,32681,2025-09-06,subscription_cancel,chargeback,53198,lost,2025-09-18
811,32740,2025-06-04,subscription_cancel,retrieval_request,474495,won,2025-06-13
812,32745,2025-11-10,product_not_received,chargeback,22720,won,2025-12-01
813,32752,2025-08-11,duplicate,retrieval_request,89491,lost,2025-08-29
814,32832,2025-11-21,duplicate,chargeback,201581,lost,2025-12-07
815,32929,2025-06-29,fraud,retrieval_request,1647924,won,2025-07-16
816,33027,2025-10-08,product_not_received,chargeback,66686,open,
817,33085,2025-12-08,product_not_received,chargeback,347035,lost,2025-12-22
818,33094,2025-09-09,product_not_received,chargeback,384952,lost,2025-09-26
819,33175,2025-12-09,quality,chargeback,264421,lost,2025-12-14
820,33231,2025-11-14,duplicate,chargeback,177953,lost,2025-12-09
821,33290,2025-04-19,product_not_received,pre_arbitration,597270,lost,2025-05-10
822,33346,2025-05-04,duplicate,retrieval_request,212844,lost,2025-05-12
823,33417,2025-09-01,subscription_cancel,chargeback,58930,lost,2025-09-08
824,33475,2025-08-13,quality,chargeback,107716,won,2025-08-21
825,33499,2026-02-03,duplicate,chargeback,55885,lost,2026-03-01
826,33535,2025-03-30,quality,chargeback,320687,won,2025-04-09
827,33537,2025-12-10,fraud,pre_arbitration,354382,open,
828,33546,2025-12-20,fraud,retrieval_request,937707,won,2026-01-14
829,33562,2025-09-21,fraud,chargeback,3477679,lost,2025-10-10
830,33563,2026-01-04,quality,chargeback,68326,won,2026-01-29
831,33571,2025-12-05,quality,chargeback,722465,lost,2025-12-12
832,33574,2025-11-18,product_not_received,chargeback,91218,lost,2025-12-03
833,33590,2025-07-11,product_not_received,chargeback,192010,open,
834,33637,2025-11-11,duplicate,pre_arbitration,158375,won,2025-12-03
835,33660,2026-01-19,duplicate,chargeback,163810,open,
836,33678,2025-09-20,subscription_cancel,chargeback,564613,won,2025-10-17
837,33754,2026-01-21,fraud,chargeback,583569,open,
838,33764,2025-12-25,quality,pre_arbitration,67221,lost,2026-01-13
839,33773,2026-01-18,duplicate,retrieval_request,358995,won,2026-02-17
840,33775,2025-06-29,product_not_received,chargeback,337541,won,2025-07-19
841,33778,2025-10-23,subscription_cancel,chargeback,231538,lost,2025-10-30
842,33792,2025-07-19,product_not_received,pre_arbitration,279736,open,
843,33827,2026-01-04,quality,pre_arbitration,427190,won,2026-01-19
844,33894,2025-09-13,quality,retrieval_request,147194,lost,2025-10-05
845,33966,2025-09-25,quality,chargeback,235602,open,
846,33977,2026-02-01,subscription_cancel,chargeback,11952,open,
847,34031,2025-02-18,duplicate,chargeback,156562,lost,2025-02-28
848,34066,2025-12-14,quality,chargeback,42812,won,2026-01-08
849,34069,2025-08-21,quality,chargeback,265497,won,2025-09-12
850,34188,2026-01-11,subscription_cancel,chargeback,2302017,won,2026-01-18
851,34238,2025-10-18,subscription_cancel,retrieval_request,170503,won,2025-11-09
852,34239,2026-01-01,product_not_received,retrieval_request,90028,won,2026-01-27
853,34273,2025-11-04,quality,chargeback,36540,lost,2025-11-24
854,34298,2026-01-28,quality,retrieval_request,343886,lost,2026-02-10
855,34306,2025-12-18,product_not_received,chargeback,399074,lost,2026-01-16
856,34328,2025-12-15,product_not_received,chargeback,165445,lost,2026-01-13
857,34381,2025-07-03,product_not_received,pre_arbitration,33454,won,2025-07-15
858,34382,2025-09-23,product_not_received,chargeback,68084,won,2025-10-09
859,34439,2025-12-20,product_not_received,retrieval_request,21190,open,
860,34454,2025-05-11,quality,retrieval_request,118077,lost,2025-06-09
861,34571,2025-07-23,duplicate,chargeback,12809,lost,2025-08-09
862,34644,2025-02-23,fraud,pre_arbitration,621779,won,2025-03-16
863,34647,2025-10-24,quality,chargeback,241150,lost,2025-11-23
864,34712,2025-08-10,duplicate,retrieval_request,73092,won,2025-09-03
865,34729,2026-02-11,quality,retrieval_request,263981,lost,2026-02-20
866,34730,2025-10-24,product_not_received,chargeback,1909011,lost,2025-11-19
867,34789,2026-01-05,fraud,chargeback,659090,lost,2026-02-04
868,34800,2025-06-04,product_not_received,retrieval_request,68160,won,2025-06-18
869,34860,2025-08-16,duplicate,retrieval_request,513889,won,2025-09-10
870,34874,2025-08-08,duplicate,chargeback,152425,lost,2025-09-01
871,34935,2025-10-30,quality,chargeback,137346,won,2025-11-22
872,34944,2025-08-13,quality,pre_arbitration,749029,won,2025-08-19
873,34957,2025-06-12,quality,retrieval_request,136393,lost,2025-06-27
874,34991,2025-10-17,product_not_received,chargeback,113128,won,2025-11-15
875,35097,2025-06-08,product_not_received,retrieval_request,83808,won,2025-06-22
876,35117,2025-11-02,quality,retrieval_request,36114,won,2025-11-11
877,35124,2025-10-21,duplicate,chargeback,71494,lost,2025-11-19
878,35184,2025-09-15,product_not_received,chargeback,121793,lost,2025-10-03
879,35204,2025-12-25,subscription_cancel,pre_arbitration,229231,lost,2025-12-31
880,35229,2025-09-14,fraud,retrieval_request,218701,lost,2025-10-03
881,35332,2025-09-16,subscription_cancel,retrieval_request,204287,lost,2025-10-02
882,35346,2025-06-25,product_not_received,chargeback,107691,won,2025-07-12
883,35349,2025-05-25,duplicate,chargeback,118381,open,
884,35369,2025-10-21,product_not_received,chargeback,38760,lost,2025-10-26
885,35375,2025-12-08,product_not_received,retrieval_request,541217,won,2025-12-28
886,35400,2025-02-07,quality,retrieval_request,63779,won,2025-03-01
887,35467,2025-12-24,duplicate,retrieval_request,56298,lost,2026-01-22
888,35475,2025-09-05,subscription_cancel,retrieval_request,224420,won,2025-09-26
889,35483,2025-03-19,duplicate,pre_arbitration,307587,lost,2025-04-03
890,35553,2025-10-05,product_not_received,chargeback,245086,lost,2025-10-30
891,35559,2025-11-29,duplicate,retrieval_request,124261,lost,2025-12-16
892,35580,2025-11-17,subscription_cancel,chargeback,126424,lost,2025-12-15
893,35607,2025-03-16,quality,chargeback,162344,lost,2025-04-11
894,35611,2026-01-31,subscription_cancel,retrieval_request,41978,lost,2026-02-05
895,35675,2025-06-06,duplicate,chargeback,75310,lost,2025-06-25
896,35693,2026-01-31,subscription_cancel,retrieval_request,362811,won,2026-02-19
897,35710,2025-08-23,product_not_received,chargeback,175097,won,2025-09-03
898,35712,2025-04-10,subscription_cancel,retrieval_request,835784,won,2025-04-24
899,35775,2025-07-04,product_not_received,retrieval_request,197115,won,2025-07-25
900,35813,2025-08-15,product_not_received,chargeback,71197,won,2025-08-31
901,35858,2025-10-09,product_not_received,pre_arbitration,322519,lost,2025-10-15
902,35865,2025-02-14,product_not_received,retrieval_request,254743,open,
903,35873,2025-09-14,product_not_received,chargeback,337263,open,
904,35935,2025-06-17,quality,retrieval_request,996598,lost,2025-07-16
905,36004,2025-04-22,product_not_received,chargeback,295320,won,2025-05-11
906,36121,2025-09-29,product_not_received,chargeback,308213,won,2025-10-15
907,36222,2025-07-21,subscription_cancel,chargeback,142442,lost,2025-08-06
908,36237,2025-11-27,quality,retrieval_request,54659,open,
909,36279,2025-01-08,product_not_received,chargeback,62708,lost,2025-01-15
910,36301,2025-07-23,product_not_received,retrieval_request,36180,lost,2025-08-08
911,36309,2025-06-15,product_not_received,chargeback,76446,lost,2025-07-14
912,36316,2025-12-09,duplicate,retrieval_request,853846,lost,2025-12-19
913,36332,2025-05-25,quality,pre_arbitration,388615,won,2025-06-11
914,36339,2025-08-19,product_not_received,chargeback,129165,lost,2025-08-27
915,36352,2025-10-17,subscription_cancel,retrieval_request,46640,lost,2025-11-04
916,36354,2025-05-19,quality,chargeback,399566,lost,2025-06-13
917,36386,2025-10-15,duplicate,retrieval_request,17011,lost,2025-11-01
918,36399,2025-03-09,product_not_received,chargeback,123222,won,2025-03-18
919,36432,2026-01-30,product_not_received,retrieval_request,54047,lost,2026-02-17
920,36453,2025-01-09,quality,pre_arbitration,24968,lost,2025-02-08
921,36490,2025-10-01,product_not_received,retrieval_request,92579,lost,2025-10-30
922,36546,2025-07-10,quality,retrieval_request,227873,lost,2025-08-06
923,36554,2025-12-10,subscription_cancel,chargeback,381059,won,2025-12-24
924,36712,2025-11-30,duplicate,chargeback,322847,won,2025-12-20
925,36855,2026-01-07,product_not_received,chargeback,51097,lost,2026-02-05
926,36861,2025-03-01,product_not_received,chargeback,280987,lost,2025-03-07
927,36890,2025-02-21,fraud,chargeback,1417626,won,2025-03-11
928,36936,2025-07-21,product_not_received,retrieval_request,37741,won,2025-08-16
929,36992,2026-01-13,fraud,retrieval_request,1808490,open,
930,37053,2025-07-29,duplicate,chargeback,152732,won,2025-08-03
931,37089,2025-12-09,fraud,chargeback,688477,won,2026-01-04
932,37147,2025-06-22,quality,chargeback,56907,won,2025-07-05
933,37160,2025-10-01,quality,chargeback,272152,won,2025-10-17
934,37165,2025-04-24,product_not_received,pre_arbitration,270764,lost,2025-05-24
935,37233,2025-04-05,quality,retrieval_request,264606,won,2025-04-14
936,37237,2025-05-02,quality,chargeback,359486,won,2025-05-16
937,37268,2025-06-02,product_not_received,chargeback,363714,won,2025-06-17
938,37270,2025-07-20,fraud,chargeback,1456339,won,2025-07-29
939,37384,2025-07-25,product_not_received,chargeback,67096,open,
940,37404,2025-12-16,subscription_cancel,retrieval_request,88167,won,2026-01-07
941,37435,2025-11-17,product_not_received,chargeback,208848,lost,2025-11-29
942,37536,2025-09-01,subscription_cancel,chargeback,118165,won,2025-09-15
943,37573,2026-01-13,quality,chargeback,55750,lost,2026-02-08
944,37593,2025-11-08,product_not_received,chargeback,189110,lost,2025-11-16
945,37652,2025-07-28,quality,retrieval_request,61212,lost,2025-08-04
946,37708,2025-05-10,fraud,pre_arbitration,1202413,open,
947,37746,2025-06-15,subscription_cancel,chargeback,101416,lost,2025-07-14
948,37766,2025-06-02,duplicate,chargeback,15985,won,2025-06-09
949,37811,2025-05-17,product_not_received,pre_arbitration,337449,open,
950,37836,2025-11-27,quality,retrieval_request,65838,lost,2025-12-06
951,37895,2025-05-15,product_not_received,chargeback,207417,lost,2025-06-02
952,37915,2025-11-17,quality,pre_arbitration,40583,lost,2025-11-25
953,38027,2025-10-28,duplicate,pre_arbitration,46128,open,
954,38069,2025-10-24,fraud,chargeback,623686,lost,2025-11-04
955,38071,2025-06-15,product_not_received,chargeback,213142,won,2025-07-05
956,38086,2026-01-21,product_not_received,pre_arbitration,183731,won,2026-02-07
957,38122,2025-03-22,duplicate,retrieval_request,146932,lost,2025-04-10
958,38143,2025-11-02,duplicate,chargeback,83800,won,2025-11-22
959,38191,2025-12-20,duplicate,retrieval_request,101026,won,2025-12-27
960,38192,2025-08-15,product_not_received,chargeback,62459,lost,2025-09-10
961,38200,2025-06-22,duplicate,retrieval_request,151086,lost,2025-06-29
962,38400,2025-08-09,product_not_received,chargeback,189455,lost,2025-08-28
963,38415,2025-12-23,product_not_received,chargeback,173984,open,
964,38555,2025-11-16,fraud,retrieval_request,716079,won,2025-12-16
965,38646,2025-09-01,product_not_received,retrieval_request,100047,won,2025-09-12
966,38665,2025-06-13,quality,chargeback,136551,open,
967,38673,2025-12-19,subscription_cancel,retrieval_request,31946,open,
968,38726,2025-05-14,fraud,chargeback,431616,lost,2025-06-07
969,38744,2026-01-06,product_not_received,chargeback,656822,lost,2026-01-12
970,38766,2025-05-13,fraud,retrieval_request,1085567,lost,2025-06-04
971,38791,2025-12-27,duplicate,chargeback,98950,lost,2026-01-02
972,38878,2025-01-29,quality,chargeback,187248,won,2025-02-07
973,38968,2025-05-26,subscription_cancel,chargeback,30166,lost,2025-06-22
974,38994,2025-10-03,product_not_received,chargeback,64782,lost,2025-10-30
975,39036,2025-08-09,product_not_received,retrieval_request,109732,won,2025-09-01
976,39142,2025-11-22,product_not_received,retrieval_request,388537,lost,2025-12-04
977,39215,2025-11-26,quality,chargeback,42286,won,2025-12-25
978,39231,2025-10-21,product_not_received,retrieval_request,60837,won,2025-11-12
979,39363,2025-03-05,quality,chargeback,137403,open,
980,39462,2025-10-07,subscription_cancel,retrieval_request,79067,open,
981,39479,2026-01-16,quality,chargeback,16750,won,2026-02-09
982,39485,2026-01-23,quality,chargeback,134164,won,2026-01-28
983,39502,2025-07-12,product_not_received,retrieval_request,305201,open,
984,39550,2025-12-31,quality,chargeback,130545,lost,2026-01-08
985,39563,2025-12-24,product_not_received,chargeback,37889,lost,2026-01-18
986,39570,2025-08-24,product_not_received,chargeback,108203,lost,2025-09-04
987,39589,2025-10-17,quality,retrieval_request,23662,won,2025-10-31
988,39634,2025-07-20,product_not_received,chargeback,89716,open,
989,39715,2025-06-28,quality,pre_arbitration,165009,won,2025-07-09
990,39718,2026-01-05,product_not_received,chargeback,491379,open,
991,39728,2025-03-06,fraud,retrieval_request,813093,won,2025-03-18
992,39731,2025-11-03,subscription_cancel,retrieval_request,39379,open,
993,39780,2025-07-06,product_not_received,chargeback,161541,won,2025-07-21
994,39852,2025-08-10,quality,chargeback,237676,open,
995,39862,2025-06-19,product_not_received,chargeback,223137,open,
996,39909,2026-01-07,product_not_received,retrieval_request,173843,won,2026-01-25
997,39944,2025-08-15,duplicate,pre_arbitration,473208,won,2025-08-23
998,39993,2025-11-19,quality,chargeback,110663,won,2025-12-16
999,40010,2025-04-21,subscription_cancel,retrieval_request,646750,won,2025-04-30
1000,40061,2026-01-10,quality,retrieval_request,381466,won,2026-01-26
1001,40072,2025-02-08,fraud,chargeback,467013,won,2025-02-25
1002,40093,2025-02-20,duplicate,chargeback,221629,won,2025-03-15
1003,40140,2026-01-04,quality,chargeback,41338,lost,2026-01-22
1004,40267,2025-11-22,fraud,chargeback,940681,open,
1005,40333,2025-12-16,quality,chargeback,654432,lost,2026-01-14
1006,40373,2025-09-01,quality,retrieval_request,316064,open,
1007,40424,2026-01-27,quality,chargeback,234669,won,2026-02-10
1008,40429,2025-12-26,quality,chargeback,438417,won,2026-01-07
1009,40481,2025-12-16,product_not_received,chargeback,89872,won,2026-01-05
1010,40527,2025-09-15,product_not_received,chargeback,141446,lost,2025-10-07
1011,40576,2025-03-29,quality,pre_arbitration,35258,open,
1012,40609,2025-09-14,product_not_received,retrieval_request,213384,open,
1013,40716,2025-08-12,quality,pre_arbitration,539574,lost,2025-08-20
1014,40799,2025-08-25,duplicate,chargeback,203172,lost,2025-09-16
1015,40828,2026-01-03,product_not_received,retrieval_request,63954,lost,2026-01-31
1016,40863,2025-10-04,product_not_received,retrieval_request,154015,lost,2025-10-24
1017,40873,2025-12-11,quality,chargeback,159007,lost,2025-12-25
1018,40911,2025-04-17,product_not_received,chargeback,196676,open,
1019,40955,2025-08-20,duplicate,retrieval_request,219012,open,
1020,40974,2025-11-25,quality,pre_arbitration,646044,lost,2025-12-07
1021,40992,2025-09-04,product_not_received,chargeback,80291,won,2025-09-20
1022,41064,2025-03-06,quality,retrieval_request,134600,won,2025-03-29
1023,41079,2025-11-29,duplicate,pre_arbitration,52790,lost,2025-12-14
1024,41104,2025-11-21,duplicate,chargeback,141030,won,2025-11-29
1025,41153,2025-12-07,fraud,chargeback,431253,open,
1026,41214,2025-11-10,product_not_received,chargeback,104417,lost,2025-12-04
1027,41363,2025-04-17,quality,chargeback,121013,won,2025-05-17
1028,41367,2026-01-22,product_not_received,chargeback,164254,won,2026-02-10
1029,41389,2025-02-01,subscription_cancel,chargeback,33305,lost,2025-02-17
1030,41392,2025-10-20,fraud,chargeback,901402,lost,2025-11-02
1031,41601,2025-07-06,product_not_received,chargeback,549219,won,2025-08-05
1032,41728,2025-05-04,quality,chargeback,61073,won,2025-05-13
1033,41731,2025-09-20,product_not_received,chargeback,91397,lost,2025-09-29
1034,41738,2025-07-31,quality,retrieval_request,184368,lost,2025-08-30
1035,41766,2025-12-21,product_not_received,chargeback,88457,lost,2025-12-26
1036,41781,2026-01-08,quality,chargeback,749705,open,
1037,41812,2025-12-26,quality,chargeback,88570,won,2026-01-19
1038,41815,2025-03-18,duplicate,retrieval_request,251169,lost,2025-04-17
1039,41826,2025-12-10,fraud,chargeback,1241792,open,
1040,41848,2025-12-17,duplicate,retrieval_request,55783,won,2026-01-08
1041,41892,2025-12-29,product_not_received,retrieval_request,159096,open,
1042,41912,2025-05-28,quality,retrieval_request,192224,lost,2025-06-17
1043,41918,2026-01-24,quality,chargeback,241458,won,2026-02-20
1044,41938,2025-05-28,product_not_received,retrieval_request,227496,open,
1045,41976,2025-08-12,subscription_cancel,chargeback,198094,lost,2025-08-19
1046,42002,2026-01-13,subscription_cancel,chargeback,71828,lost,2026-01-27
1047,42070,2025-08-16,quality,chargeback,48824,lost,2025-09-08
1048,42077,2025-08-26,duplicate,chargeback,135592,won,2025-09-17
1049,42085,2025-12-13,product_not_received,retrieval_request,269377,won,2025-12-19
1050,42086,2025-10-11,subscription_cancel,chargeback,209144,lost,2025-11-10
1051,42104,2025-12-03,product_not_received,chargeback,25379,lost,2025-12-31
1052,42157,2025-04-11,duplicate,chargeback,250025,won,2025-04-18
1053,42226,2025-06-27,quality,retrieval_request,47202,won,2025-07-02
1054,42231,2025-06-27,product_not_received,chargeback,121055,open,
1055,42276,2025-08-16,product_not_received,pre_arbitration,21924,lost,2025-09-06
1056,42321,2025-02-21,duplicate,retrieval_request,409306,lost,2025-03-20
1057,42334,2025-06-05,product_not_received,pre_arbitration,56743,lost,2025-06-17
1058,42344,2025-05-19,fraud,chargeback,1547008,lost,2025-05-29
1059,42368,2026-01-27,duplicate,retrieval_request,19803,won,2026-02-24
1060,42441,2025-03-01,product_not_received,chargeback,56579,lost,2025-03-18
1061,42444,2025-10-31,subscription_cancel,retrieval_request,214780,open,
1062,42462,2026-02-06,product_not_received,chargeback,80781,open,
1063,42479,2025-12-10,quality,chargeback,93351,won,2025-12-23
1064,42481,2025-07-12,quality,chargeback,26322,lost,2025-07-30
1065,42603,2026-01-18,quality,retrieval_request,222321,lost,2026-02-06
1066,42640,2025-07-03,quality,pre_arbitration,150309,won,2025-07-22
1067,42671,2025-03-08,product_not_received,retrieval_request,289692,lost,2025-03-21
1068,42743,2025-02-27,quality,chargeback,153719,lost,2025-03-24
1069,42883,2025-11-21,quality,retrieval_request,50414,lost,2025-12-11
1070,42976,2025-06-19,product_not_received,chargeback,107013,lost,2025-07-06
1071,42996,2026-01-30,fraud,retrieval_request,1775245,lost,2026-02-13
1072,43013,2025-08-20,product_not_received,pre_arbitration,392643,won,2025-09-13
1073,43030,2025-06-26,subscription_cancel,retrieval_request,54909,won,2025-07-24
1074,43113,2025-12-05,product_not_received,chargeback,321240,lost,2026-01-01
1075,43292,2025-12-19,product_not_received,chargeback,250390,lost,2026-01-01
1076,43293,2026-01-08,product_not_received,retrieval_request,402059,won,2026-01-21
1077,43299,2025-03-30,product_not_received,retrieval_request,382595,lost,2025-04-26
1078,43312,2025-10-03,product_not_received,chargeback,85105,lost,2025-10-14
1079,43339,2025-03-02,quality,chargeback,73986,won,2025-03-14
1080,43352,2026-01-11,product_not_received,chargeback,94533,won,2026-01-26
1081,43394,2025-10-05,product_not_received,chargeback,42941,lost,2025-10-10
1082,43514,2025-08-29,quality,chargeback,420765,lost,2025-09-14
1083,43541,2025-07-04,product_not_received,chargeback,15840,lost,2025-07-15
1084,43604,2025-07-23,subscription_cancel,chargeback,539233,won,2025-08-03
1085,43639,2025-09-02,subscription_cancel,retrieval_request,75112,won,2025-09-28
1086,43642,2025-01-10,product_not_received,retrieval_request,86625,lost,2025-01-26
1087,43697,2026-01-28,product_not_received,chargeback,34129,lost,2026-02-19
1088,43949,2025-12-07,subscription_cancel,chargeback,140451,won,2025-12-29
1089,43973,2025-10-15,subscription_cancel,chargeback,723257,won,2025-10-30
1090,44017,2025-10-04,quality,retrieval_request,110646,won,2025-10-10
1091,44065,2025-08-16,product_not_received,chargeback,246170,lost,2025-09-07
1092,44119,2025-08-19,subscription_cancel,pre_arbitration,426100,open,
1093,44123,2025-02-19,quality,chargeback,171661,open,
1094,44162,2025-12-01,product_not_received,chargeback,331651,open,
1095,44172,2025-08-03,product_not_received,pre_arbitration,1123315,open,
1096,44196,2025-03-01,product_not_received,retrieval_request,75570,lost,2025-03-28
1097,44197,2025-04-17,quality,retrieval_request,590951,open,
1098,44211,2025-05-30,duplicate,chargeback,197805,lost,2025-06-22
1099,44238,2026-01-13,fraud,chargeback,1092890,won,2026-02-05
1100,44289,2025-04-16,fraud,chargeback,1161252,lost,2025-05-16
1101,44308,2025-11-25,subscription_cancel,retrieval_request,235751,lost,2025-12-23
1102,44329,2025-06-05,product_not_received,pre_arbitration,592273,won,2025-06-25
1103,44369,2025-09-30,product_not_received,chargeback,46709,won,2025-10-27
1104,44417,2025-09-25,subscription_cancel,chargeback,32279,lost,2025-10-20
1105,44463,2025-09-14,product_not_received,chargeback,60796,open,
1106,44489,2025-11-24,quality,chargeback,199555,lost,2025-12-12
1107,44517,2025-04-09,quality,retrieval_request,83925,lost,2025-04-21
1108,44543,2026-01-14,fraud,pre_arbitration,327387,won,2026-02-11
1109,44582,2025-01-17,fraud,chargeback,371208,lost,2025-02-12
1110,44634,2025-08-10,product_not_received,retrieval_request,456976,won,2025-09-01
1111,44686,2025-09-25,quality,retrieval_request,46930,won,2025-10-25
1112,44706,2025-03-19,quality,retrieval_request,361622,open,
1113,44758,2025-12-31,fraud,chargeback,376953,won,2026-01-24
1114,44810,2025-04-30,duplicate,chargeback,78044,lost,2025-05-11
1115,44819,2025-08-27,product_not_received,retrieval_request,170628,lost,2025-09-25
1116,44831,2025-11-15,product_not_received,chargeback,102041,lost,2025-12-14
1117,44834,2025-05-30,subscription_cancel,chargeback,784544,won,2025-06-22
1118,44868,2025-04-22,product_not_received,chargeback,448518,lost,2025-05-07
1119,44869,2026-01-28,duplicate,retrieval_request,241917,open,
1120,44871,2025-09-04,quality,chargeback,74861,lost,2025-09-19
1121,44915,2025-07-29,fraud,retrieval_request,2354328,won,2025-08-12
1122,44945,2025-09-30,product_not_received,retrieval_request,176527,won,2025-10-10
1123,44972,2026-01-01,duplicate,retrieval_request,49079,lost,2026-01-12
1124,45051,2025-02-11,quality,chargeback,67204,lost,2025-03-07
1125,45085,2025-09-04,product_not_received,chargeback,117645,lost,2025-09-18
1126,45158,2025-03-18,product_not_received,chargeback,629401,won,2025-04-09
1127,45215,2025-09-30,quality,retrieval_request,107005,lost,2025-10-08
1128,45277,2025-10-19,quality,chargeback,862599,won,2025-10-30
1129,45291,2025-06-05,quality,chargeback,112166,lost,2025-06-16
1130,45348,2025-05-06,product_not_received,chargeback,836755,won,2025-05-14
1131,45372,2025-04-21,product_not_received,chargeback,182427,won,2025-05-12
1132,45387,2025-01-30,quality,chargeback,146272,open,
1133,45537,2025-05-15,fraud,chargeback,632568,lost,2025-05-27
1134,45539,2025-03-17,product_not_received,pre_arbitration,62144,lost,2025-03-24
1135,45549,2025-02-28,duplicate,retrieval_request,285090,won,2025-03-22
1136,45638,2025-11-19,subscription_cancel,chargeback,1735117,lost,2025-12-13
1137,45807,2025-05-14,quality,chargeback,119606,won,2025-05-25
1138,45817,2025-12-22,quality,pre_arbitration,35384,lost,2026-01-06
1139,45839,2025-02-02,duplicate,pre_arbitration,31893,open,
1140,45933,2025-10-22,product_not_received,chargeback,101257,lost,2025-11-07
1141,45958,2025-10-04,quality,chargeback,99660,lost,2025-10-30
1142,46038,2025-12-26,quality,chargeback,278119,open,
1143,46050,2026-01-09,quality,chargeback,110613,open,
1144,46067,2025-11-22,quality,chargeback,230502,open,
1145,46075,2025-09-16,product_not_received,pre_arbitration,31335,lost,2025-10-08
1146,46093,2025-09-25,quality,chargeback,715753,won,2025-10-19
1147,46110,2025-08-25,subscription_cancel,chargeback,185485,lost,2025-09-03
1148,46146,2025-05-07,product_not_received,chargeback,113436,won,2025-05-12
1149,46164,2025-10-14,quality,chargeback,179091,won,2025-11-07
1150,46192,2025-05-24,fraud,retrieval_request,639408,open,
1151,46232,2025-05-24,subscription_cancel,chargeback,25190,open,
1152,46238,2026-01-11,subscription_cancel,retrieval_request,126979,open,
1153,46276,2026-01-02,quality,chargeback,341614,lost,2026-01-25
1154,46329,2025-06-01,product_not_received,chargeback,245067,lost,2025-06-19
1155,46330,2025-12-22,subscription_cancel,chargeback,396401,open,
1156,46496,2025-09-15,subscription_cancel,chargeback,217993,won,2025-10-07
1157,46547,2025-05-23,quality,pre_arbitration,57289,lost,2025-06-04
1158,46570,2025-10-24,product_not_received,chargeback,274644,won,2025-11-12
1159,46654,2025-05-07,fraud,chargeback,1303134,lost,2025-05-28
1160,46684,2025-09-27,product_not_received,retrieval_request,46959,open,
1161,46710,2025-07-26,product_not_received,chargeback,690699,won,2025-08-23
1162,46747,2026-01-08,product_not_received,retrieval_request,54499,open,
1163,46749,2025-09-12,product_not_received,retrieval_request,145866,open,
1164,46758,2025-06-18,quality,chargeback,124589,lost,2025-06-26
1165,46770,2025-09-15,product_not_received,chargeback,157898,open,
1166,46791,2025-04-01,quality,chargeback,277640,won,2025-04-06
1167,46826,2026-01-17,product_not_received,chargeback,115019,lost,2026-02-15
1168,46866,2025-06-08,subscription_cancel,retrieval_request,227456,lost,2025-06-30
1169,46873,2025-06-26,fraud,chargeback,807470,lost,2025-07-17
1170,46932,2025-04-30,product_not_received,chargeback,526126,won,2025-05-08
1171,46974,2025-11-23,quality,retrieval_request,401382,lost,2025-12-11
1172,46980,2025-01-29,quality,pre_arbitration,150842,lost,2025-02-08
1173,46999,2025-01-11,subscription_cancel,retrieval_request,839638,won,2025-01-26
1174,47020,2026-01-18,product_not_received,chargeback,186079,open,
1175,47022,2025-07-04,product_not_received,chargeback,160240,lost,2025-07-10
1176,47142,2025-09-20,subscription_cancel,chargeback,751612,lost,2025-10-09
1177,47196,2025-12-08,quality,retrieval_request,53434,lost,2025-12-29
1178,47204,2025-11-05,quality,chargeback,36475,lost,2025-11-12
1179,47229,2025-09-15,duplicate,retrieval_request,1363038,open,
1180,47230,2025-08-19,quality,chargeback,206165,won,2025-08-26
1181,47260,2025-08-10,product_not_received,chargeback,726368,lost,2025-08-17
1182,47269,2026-01-06,product_not_received,retrieval_request,72471,lost,2026-01-25
1183,47345,2025-09-11,subscription_cancel,chargeback,874147,lost,2025-09-23
1184,47360,2025-06-20,product_not_received,retrieval_request,78958,won,2025-07-08
1185,47451,2025-02-08,product_not_received,retrieval_request,183092,lost,2025-02-26
1186,47473,2025-11-17,subscription_cancel,chargeback,105768,won,2025-12-06
1187,47613,2025-07-05,quality,chargeback,2078318,won,2025-07-18
1188,47662,2025-10-19,duplicate,pre_arbitration,69061,won,2025-11-17
1189,47706,2025-09-26,subscription_cancel,chargeback,697149,lost,2025-10-21
1190,47727,2025-09-02,product_not_received,chargeback,89836,lost,2025-09-15
1191,47734,2025-02-01,product_not_received,retrieval_request,526594,lost,2025-02-21
1192,47741,2025-10-02,subscription_cancel,chargeback,124499,open,
1193,47780,2025-12-04,product_not_received,retrieval_request,190061,lost,2025-12-12
1194,47806,2025-07-11,quality,chargeback,243847,lost,2025-07-28
1195,47807,2025-07-21,product_not_received,chargeback,198200,open,
1196,47817,2025-11-25,quality,retrieval_request,816637,won,2025-12-04
1197,47841,2025-11-15,quality,chargeback,47437,won,2025-11-24
1198,47866,2025-11-02,duplicate,chargeback,5367427,lost,2025-11-26
1199,47924,2025-06-19,fraud,retrieval_request,652633,won,2025-06-28
1200,48016,2026-01-16,product_not_received,chargeback,289326,won,2026-01-24
1201,48024,2025-08-16,quality,chargeback,56813,lost,2025-09-09
1202,48032,2025-12-20,fraud,chargeback,424032,won,2026-01-10
1203,48056,2025-08-17,fraud,chargeback,263903,lost,2025-09-01
1204,48158,2025-10-17,subscription_cancel,chargeback,34097,lost,2025-10-31
1205,48172,2025-02-27,product_not_received,chargeback,62246,won,2025-03-17
1206,48293,2025-06-01,quality,chargeback,135374,won,2025-06-29
